Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,34,Household,Offline,M,1/16/2016,8978,1/31/2016,3723,668.27,502.54,7946,7990,7473
Australia and Oceania,167,Clothes,Online,C,10/14/2011,3914,11/29/2011,8394,109.28,35.84,5163,3760,7470
Europe,13,Vegetables,Online,M,1/3/2012,8738,1/15/2012,127,154.06,90.93,276,245,377
Sub-Saharan Africa,98,Meat,Online,L,7/4/2014,7233,8/7/2014,2363,421.89,364.69,5422,6400,3027
Asia,11,Cosmetics,Offline,M,7/29/2010,8829,9/11/2010,577,437.2,263.33,2203,2276,2435
Sub-Saharan Africa,40,Office Supplies,Online,H,7/4/2011,3873,7/17/2011,7273,651.21,524.96,9134,9188,8605
Sub-Saharan Africa,47,Baby Food,Online,H,7/2/2014,8313,7/28/2014,6987,255.28,159.42,7143,7049,7735
Middle East and North Africa,70,Snacks,Offline,M,1/18/2014,9154,1/21/2014,1287,152.58,97.44,1884,2004,1955
Asia,83,Meat,Offline,H,4/11/2013,8853,5/14/2013,3772,421.89,364.69,6907,7452,4073
Sub-Saharan Africa,102,Snacks,Offline,C,8/2/2012,940,9/8/2012,5071,152.58,97.44,4695,4861,4720
Sub-Saharan Africa,57,Cosmetics,Offline,M,6/12/2013,4539,6/16/2013,7845,437.2,263.33,8512,8145,9293
Central America and the Caribbean,42,Cosmetics,Offline,M,8/7/2014,9554,8/15/2014,1786,437.2,263.33,4723,4740,4978
Sub-Saharan Africa,166,Baby Food,Offline,L,11/11/2015,1870,12/21/2015,8619,255.28,159.42,7662,7451,8336
Sub-Saharan Africa,4,Fruits,Offline,L,4/28/2014,7882,5/23/2014,7099,9.33,6.92,913,1014,815
Sub-Saharan Africa,57,Baby Food,Offline,C,9/15/2015,36,9/19/2015,8011,255.28,159.42,7525,7325,8146
Europe,131,Meat,Online,H,6/13/2015,1307,6/19/2015,9172,421.89,364.69,8750,8958,6825
Sub-Saharan Africa,184,Clothes,Online,C,1/18/2010,636,2/10/2010,432,109.28,35.84,648,325,1273
Sub-Saharan Africa,16,Beverages,Offline,H,12/31/2015,7585,2/3/2016,8671,47.45,31.79,3117,3511,3040
Middle East and North Africa,2,Clothes,Offline,M,12/30/2012,7699,2/2/2013,2798,109.28,35.84,2515,1750,3955
Middle East and North Africa,86,Fruits,Online,H,11/20/2015,7160,11/24/2015,8758,9.33,6.92,1117,1250,1011
Europe,180,Cereal,Offline,H,4/9/2010,7925,5/18/2010,4523,205.7,117.11,5205,5047,5751
Middle East and North Africa,149,Baby Food,Online,H,11/28/2016,2855,12/21/2016,5098,255.28,159.42,6266,6195,6529
Europe,48,Household,Offline,L,3/9/2012,434,3/10/2012,7520,668.27,502.54,9208,9171,9159
Middle East and North Africa,89,Personal Care,Offline,L,3/14/2015,9991,3/24/2015,5856,81.73,56.67,3493,4007,3207
Asia,178,Cereal,Online,H,10/26/2015,6733,12/13/2015,6204,205.7,117.11,6193,5858,7055
Sub-Saharan Africa,87,Snacks,Online,M,5/5/2016,6453,6/23/2016,1695,152.58,97.44,2245,2401,2311
Sub-Saharan Africa,38,Snacks,Offline,C,7/23/2012,911,8/6/2012,7489,152.58,97.44,5869,5874,5861
Sub-Saharan Africa,162,Personal Care,Online,L,9/5/2012,2596,10/8/2012,5779,81.73,56.67,3460,3960,3171
Asia,181,Cereal,Online,C,11/2/2010,9644,11/6/2010,788,205.7,117.11,1699,1657,1940
Sub-Saharan Africa,31,Meat,Offline,H,8/3/2013,1198,8/23/2013,3772,421.89,364.69,6907,7452,4073
Sub-Saharan Africa,31,Household,Online,L,5/29/2013,2046,6/29/2013,8016,668.27,502.54,9303,9246,9256
Central America and the Caribbean,168,Household,Offline,H,3/12/2015,7683,4/10/2015,3839,668.27,502.54,8014,8036,7583
Australia and Oceania,123,Fruits,Offline,L,5/3/2017,9615,5/22/2017,3587,9.33,6.92,457,511,407
Europe,93,Fruits,Online,L,7/6/2015,9940,8/19/2015,6643,9.33,6.92,862,956,773
Sub-Saharan Africa,31,Fruits,Offline,C,1/8/2014,6604,1/16/2014,4415,9.33,6.92,553,618,491
Sub-Saharan Africa,183,Baby Food,Offline,H,6/15/2014,8189,6/22/2014,5348,255.28,159.42,6417,6367,6728
Australia and Oceania,179,Snacks,Offline,M,11/20/2011,9446,1/8/2012,9914,152.58,97.44,6770,6762,7028
Europe,36,Vegetables,Offline,L,10/28/2013,5481,11/25/2013,5619,154.06,90.93,5013,4943,5347
Asia,163,Snacks,Offline,L,9/8/2013,7345,9/12/2013,1999,152.58,97.44,2509,2689,2592
Asia,83,Household,Offline,L,4/28/2017,6972,5/23/2017,5620,668.27,502.54,8686,8685,8639
Central America and the Caribbean,136,Baby Food,Offline,H,6/30/2016,1926,6/30/2016,5082,255.28,159.42,6253,6184,6513
Sub-Saharan Africa,102,Baby Food,Offline,H,5/25/2015,611,6/25/2015,6014,255.28,159.42,6835,6736,7246
Europe,66,Household,Online,C,9/14/2011,7185,10/11/2011,6078,668.27,502.54,8866,8789,8774
Europe,158,Cereal,Online,C,7/11/2015,6723,8/20/2015,9966,205.7,117.11,7533,7162,8532
Europe,39,Baby Food,Offline,L,4/24/2015,9824,5/28/2015,4402,255.28,159.42,5818,5764,5935
Europe,36,Office Supplies,Offline,M,12/9/2011,8094,12/19/2011,3140,651.21,524.96,7524,7788,5717
Sub-Saharan Africa,133,Beverages,Offline,L,12/4/2014,8885,1/7/2015,1967,47.45,31.79,1291,1292,1258
Sub-Saharan Africa,16,Vegetables,Online,C,11/30/2015,244,12/10/2015,3700,154.06,90.93,3862,4036,4280
Europe,120,Cereal,Online,M,3/11/2015,6030,3/15/2015,3188,205.7,117.11,4228,4264,4744
Middle East and North Africa,140,Clothes,Offline,M,4/26/2010,887,5/19/2010,2310,109.28,35.84,2205,1556,3518
Australia and Oceania,112,Snacks,Online,C,1/27/2015,5321,3/2/2015,4978,152.58,97.44,4638,4815,4675
Australia and Oceania,80,Household,Offline,L,3/18/2010,450,5/1/2010,2133,668.27,502.54,6547,6957,5331
Europe,91,Office Supplies,Online,H,6/5/2015,3320,6/27/2015,6751,651.21,524.96,9048,9061,8430
Australia and Oceania,123,Vegetables,Offline,C,5/25/2017,1712,6/22/2017,8835,154.06,90.93,6411,6166,7115
Asia,154,Personal Care,Offline,L,6/8/2011,9176,7/12/2011,422,81.73,56.67,468,487,488
Sub-Saharan Africa,40,Fruits,Online,C,11/7/2012,64,12/25/2012,579,9.33,6.92,62,72,57
Central America and the Caribbean,61,Cosmetics,Offline,H,4/24/2015,4525,6/7/2015,405,437.2,263.33,1775,1817,1947
Sub-Saharan Africa,184,Office Supplies,Online,H,4/26/2017,3370,5/29/2017,8029,651.21,524.96,9265,9318,8790
Sub-Saharan Africa,31,Meat,Offline,H,11/16/2010,3368,12/27/2010,3613,421.89,364.69,6803,7378,3967
Europe,114,Office Supplies,Online,C,7/22/2015,1973,8/21/2015,4349,651.21,524.96,8163,8314,7048
Europe,128,Clothes,Online,H,2/17/2014,2407,3/16/2014,9461,109.28,35.84,5533,4059,7837
Europe,153,Baby Food,Online,M,12/11/2016,8661,1/26/2017,5204,255.28,159.42,6331,6262,6606
Middle East and North Africa,44,Clothes,Offline,H,9/7/2012,684,9/21/2012,9863,109.28,35.84,5677,4158,7982
Europe,147,Vegetables,Online,C,1/14/2010,8900,3/5/2010,8757,154.06,90.93,6380,6135,7080
Europe,72,Cosmetics,Online,M,3/7/2011,9798,4/6/2011,9233,437.2,263.33,8842,8423,9507
Asia,160,Meat,Online,H,7/27/2015,516,8/19/2015,5672,421.89,364.69,7853,8147,5104
Sub-Saharan Africa,156,Meat,Offline,C,2/25/2016,3896,3/7/2016,4485,421.89,364.69,7295,7777,4524
Europe,6,Fruits,Online,M,9/25/2010,3778,10/7/2010,9114,9.33,6.92,1167,1310,1065
Sub-Saharan Africa,165,Clothes,Offline,L,4/26/2013,9550,5/6/2013,5033,109.28,35.84,3771,2552,5477
Middle East and North Africa,70,Cereal,Online,C,6/23/2012,1599,7/17/2012,4747,205.7,117.11,5355,5187,5922
Europe,3,Baby Food,Online,M,12/29/2012,5873,2/7/2013,2791,255.28,159.42,4450,4617,4619
Middle East and North Africa,108,Vegetables,Online,C,12/6/2016,9301,1/3/2017,734,154.06,90.93,1397,1388,1527
Asia,17,Clothes,Online,H,4/5/2012,4500,5/1/2012,2173,109.28,35.84,2124,1512,3386
Asia,106,Beverages,Online,M,7/15/2014,4810,7/21/2014,7739,47.45,31.79,2837,3181,2776
Sub-Saharan Africa,47,Office Supplies,Offline,L,1/29/2010,9413,2/5/2010,93,651.21,524.96,840,1006,560
Sub-Saharan Africa,28,Clothes,Offline,M,10/11/2012,8296,10/14/2012,8928,109.28,35.84,5353,3911,7674
North America,59,Fruits,Offline,H,11/16/2014,7308,12/21/2014,5966,9.33,6.92,764,839,687
Middle East and North Africa,149,Vegetables,Online,C,6/17/2013,2889,7/14/2013,9963,154.06,90.93,6834,6579,7548
Sub-Saharan Africa,25,Cereal,Online,L,4/6/2014,7298,4/27/2014,1705,205.7,117.11,2744,2741,3269
Asia,178,Beverages,Online,L,9/16/2012,3730,11/2/2012,9009,47.45,31.79,3213,3627,3117
Sub-Saharan Africa,49,Personal Care,Offline,H,11/16/2012,974,12/30/2012,1724,81.73,56.67,1565,1720,1477
Asia,83,Office Supplies,Online,H,2/12/2016,8687,3/28/2016,6730,651.21,524.96,9043,9053,8424
Europe,176,Cosmetics,Online,M,4/6/2017,2418,5/17/2017,2938,437.2,263.33,6220,6055,6704
Australia and Oceania,100,Snacks,Offline,C,1/6/2016,8168,1/21/2016,6290,152.58,97.44,5310,5407,5276
Asia,119,Baby Food,Online,L,2/16/2013,8148,2/28/2013,4760,255.28,159.42,6043,5988,6233
Australia and Oceania,112,Meat,Offline,L,3/20/2014,5113,4/5/2014,3353,421.89,364.69,6522,7239,3776
Central America and the Caribbean,135,Beverages,Online,H,10/20/2010,7461,11/11/2010,9105,47.45,31.79,3237,3654,3135
Europe,174,Snacks,Offline,C,5/31/2014,4704,6/17/2014,6083,152.58,97.44,5198,5336,5176
Sub-Saharan Africa,139,Personal Care,Offline,M,12/3/2014,1827,1/19/2015,387,81.73,56.67,425,450,446
Europe,21,Clothes,Offline,C,8/16/2014,4842,10/5/2014,5145,109.28,35.84,3836,2590,5551
Europe,131,Office Supplies,Online,M,11/18/2016,5385,12/13/2016,5519,651.21,524.96,8604,8717,7847
Middle East and North Africa,182,Cereal,Online,H,10/6/2014,5866,10/15/2014,3701,205.7,117.11,4644,4558,5123
North America,177,Household,Offline,L,7/17/2017,4687,7/23/2017,3916,668.27,502.54,8035,8069,7647
Central America and the Caribbean,5,Vegetables,Offline,H,8/19/2016,713,8/22/2016,7417,154.06,90.93,5868,5654,6347
Europe,85,Cereal,Offline,C,1/30/2012,8817,2/4/2012,7492,205.7,117.11,6847,6461,7706
Central America and the Caribbean,45,Snacks,Online,M,5/11/2016,4689,5/12/2016,4457,152.58,97.44,4311,4563,4425
Central America and the Caribbean,164,Office Supplies,Online,M,9/17/2012,9502,11/4/2012,660,651.21,524.96,3226,4109,2154
Asia,97,Personal Care,Online,L,12/16/2011,5582,1/21/2012,5483,81.73,56.67,3333,3832,3065
Sub-Saharan Africa,118,Baby Food,Online,H,10/30/2010,763,11/21/2010,336,255.28,159.42,1174,1099,1283
Sub-Saharan Africa,184,Vegetables,Online,L,12/1/2010,3824,12/1/2010,3661,154.06,90.93,3846,4013,4255
Europe,6,Baby Food,Online,M,11/12/2014,9203,12/11/2014,5933,255.28,159.42,6775,6690,7196
Europe,13,Personal Care,Online,C,1/13/2015,2271,1/15/2015,4655,81.73,56.67,2914,3372,2702
Middle East and North Africa,82,Office Supplies,Online,M,6/3/2012,3930,7/5/2012,9365,651.21,524.96,9481,9535,9064
Central America and the Caribbean,124,Clothes,Online,H,11/13/2012,6170,11/26/2012,6628,109.28,35.84,4496,3108,6507
Asia,171,Clothes,Online,C,9/20/2015,6583,9/27/2015,5046,109.28,35.84,3780,2556,5488
Central America and the Caribbean,61,Clothes,Online,L,1/4/2010,3509,1/18/2010,246,109.28,35.84,372,192,867
Sub-Saharan Africa,155,Meat,Online,L,2/22/2016,1151,4/6/2016,9890,421.89,364.69,8938,9100,7171
Middle East and North Africa,0,Vegetables,Offline,M,12/9/2013,4577,1/27/2014,8670,154.06,90.93,6347,6109,7030
Europe,157,Snacks,Online,C,7/24/2014,4392,9/5/2014,3311,152.58,97.44,3602,3924,3682
Europe,104,Cereal,Offline,H,4/26/2011,2191,5/22/2011,7567,205.7,117.11,6868,6495,7739
Europe,14,Personal Care,Offline,C,9/19/2013,5279,10/4/2013,7224,81.73,56.67,3956,4447,3664
Sub-Saharan Africa,150,Fruits,Online,H,5/30/2013,1728,6/13/2013,5099,9.33,6.92,652,728,584
Sub-Saharan Africa,101,Meat,Online,M,9/7/2010,5459,10/17/2010,6042,421.89,364.69,8003,8253,5268
Middle East and North Africa,9,Beverages,Online,H,9/2/2010,1062,10/20/2010,1932,47.45,31.79,1269,1272,1246
Sub-Saharan Africa,139,Snacks,Online,M,1/1/2012,9020,1/5/2012,6680,152.58,97.44,5483,5554,5468
Middle East and North Africa,89,Clothes,Online,C,7/30/2010,563,8/17/2010,1228,109.28,35.84,1523,914,2258
Europe,128,Beverages,Online,M,12/13/2010,2648,12/22/2010,8551,47.45,31.79,3086,3466,3011
Middle East and North Africa,86,Office Supplies,Online,H,12/9/2014,3006,1/14/2015,8652,651.21,524.96,9381,9422,8922
Australia and Oceania,100,Meat,Online,L,4/14/2010,5313,5/2/2010,3569,421.89,364.69,6750,7357,3942
Central America and the Caribbean,12,Cosmetics,Online,C,4/20/2012,3815,5/8/2012,2369,437.2,263.33,5539,5455,5857
Sub-Saharan Africa,139,Fruits,Offline,H,8/26/2014,8643,9/2/2014,6150,9.33,6.92,795,879,709
Australia and Oceania,137,Beverages,Offline,M,11/2/2015,790,12/21/2015,3042,47.45,31.79,1588,1709,1547
Australia and Oceania,167,Household,Online,M,6/9/2015,6884,6/24/2015,3206,668.27,502.54,7614,7757,6885
Europe,53,Meat,Online,M,4/21/2010,4366,5/12/2010,3835,421.89,364.69,6939,7477,4116
Europe,90,Snacks,Online,L,7/2/2013,6458,8/14/2013,4152,152.58,97.44,4128,4422,4226
Sub-Saharan Africa,150,Meat,Online,C,8/26/2012,7242,10/9/2012,412,421.89,364.69,1763,2254,1137
Europe,81,Clothes,Offline,C,8/6/2011,6576,8/8/2011,901,109.28,35.84,1327,665,1875
Australia and Oceania,123,Cereal,Online,C,6/10/2011,4954,7/16/2011,937,205.7,117.11,1861,1847,2148
Europe,157,Beverages,Offline,L,5/13/2014,8725,6/4/2014,7869,47.45,31.79,2869,3226,2820
Europe,18,Office Supplies,Online,L,4/2/2012,5220,5/2/2012,6075,651.21,524.96,8794,8857,8145
Central America and the Caribbean,5,Snacks,Offline,C,3/14/2013,7150,4/22/2013,1968,152.58,97.44,2477,2665,2564
Sub-Saharan Africa,102,Cosmetics,Online,L,1/2/2015,8341,1/22/2015,8990,437.2,263.33,8784,8385,9476
Central America and the Caribbean,32,Personal Care,Online,M,7/13/2016,8332,7/17/2016,2614,81.73,56.67,1990,2229,1867
Sub-Saharan Africa,23,Beverages,Offline,C,12/4/2013,7406,12/17/2013,5345,47.45,31.79,2214,2451,2160
Sub-Saharan Africa,155,Cereal,Offline,C,12/19/2011,1535,1/20/2012,1719,205.7,117.11,2765,2758,3292
Europe,34,Baby Food,Online,C,9/17/2012,7546,10/18/2012,3305,255.28,159.42,4942,5031,5038
Asia,24,Cereal,Online,L,9/20/2011,8132,11/6/2011,3699,205.7,117.11,4642,4557,5121
Europe,90,Fruits,Online,M,12/16/2016,6762,12/19/2016,3533,9.33,6.92,450,503,399
Sub-Saharan Africa,87,Beverages,Online,H,10/4/2014,2480,11/11/2014,5467,47.45,31.79,2248,2482,2193
Sub-Saharan Africa,144,Household,Online,M,6/6/2011,5280,7/2/2011,9194,668.27,502.54,9492,9445,9438
Middle East and North Africa,149,Clothes,Online,C,5/13/2014,927,5/20/2014,6437,109.28,35.84,4399,3045,6391
Sub-Saharan Africa,155,Personal Care,Online,M,1/27/2013,5976,2/3/2013,5952,81.73,56.67,3522,4045,3242
Sub-Saharan Africa,19,Office Supplies,Online,L,4/16/2013,2738,5/3/2013,8524,651.21,524.96,9360,9408,8899
Sub-Saharan Africa,150,Office Supplies,Online,M,6/11/2010,4287,6/26/2010,1971,651.21,524.96,6216,6875,4459
Central America and the Caribbean,134,Household,Offline,C,3/7/2016,9448,4/20/2016,6141,668.27,502.54,8893,8807,8798
Europe,176,Cosmetics,Offline,L,9/14/2016,7913,10/16/2016,7914,437.2,263.33,8531,8157,9310
Australia and Oceania,100,Snacks,Online,L,6/6/2014,5221,7/1/2014,6202,152.58,97.44,5256,5371,5233
Sub-Saharan Africa,47,Personal Care,Online,C,8/14/2016,7381,8/17/2016,6947,81.73,56.67,3855,4367,3577
Central America and the Caribbean,124,Cereal,Offline,L,6/18/2016,6581,7/1/2016,8122,205.7,117.11,7012,6702,7956
Sub-Saharan Africa,38,Cosmetics,Offline,M,12/29/2011,5469,2/4/2012,4733,437.2,263.33,7550,7283,8327
Asia,20,Vegetables,Offline,C,6/17/2017,2673,7/8/2017,3815,154.06,90.93,3947,4112,4363
Sub-Saharan Africa,155,Fruits,Offline,C,2/5/2014,7468,2/6/2014,9436,9.33,6.92,1220,1359,1104
Central America and the Caribbean,75,Fruits,Offline,M,7/1/2014,5082,7/26/2014,7694,9.33,6.92,990,1089,886
Sub-Saharan Africa,166,Snacks,Online,L,5/19/2013,1312,6/17/2013,1720,152.58,97.44,2261,2424,2336
Europe,3,Fruits,Offline,M,2/8/2014,7877,2/21/2014,6674,9.33,6.92,865,959,776
Sub-Saharan Africa,28,Clothes,Online,H,4/27/2017,7295,5/11/2017,4749,109.28,35.84,3657,2455,5292
Asia,24,Office Supplies,Online,C,2/23/2017,7746,3/31/2017,169,651.21,524.96,1380,1620,1028
Europe,127,Office Supplies,Offline,M,7/30/2012,8282,8/15/2012,4188,651.21,524.96,8107,8248,6863
Middle East and North Africa,0,Household,Offline,M,3/25/2011,3801,4/1/2011,92,668.27,502.54,857,962,734
Central America and the Caribbean,45,Cosmetics,Online,H,6/4/2010,9712,6/6/2010,8200,437.2,263.33,8592,8218,9358
Middle East and North Africa,121,Household,Online,H,2/19/2016,7514,2/22/2016,858,668.27,502.54,3877,4546,3128
Sub-Saharan Africa,94,Cereal,Offline,C,6/14/2016,9328,6/19/2016,7449,205.7,117.11,6826,6445,7698
Asia,68,Beverages,Online,L,9/8/2015,3079,9/21/2015,9382,47.45,31.79,3312,3735,3211
Australia and Oceania,167,Snacks,Offline,L,6/4/2015,7506,6/25/2015,5100,152.58,97.44,4708,4870,4731
Central America and the Caribbean,124,Office Supplies,Offline,L,9/29/2010,7091,11/5/2010,5076,651.21,524.96,8434,8615,7605
Europe,39,Cereal,Offline,L,9/19/2016,7111,9/25/2016,6816,205.7,117.11,6494,6149,7390
Europe,39,Cosmetics,Offline,L,8/18/2011,8596,9/25/2011,9856,437.2,263.33,9010,8575,9586
Middle East and North Africa,182,Baby Food,Offline,L,6/17/2016,3524,7/17/2016,762,255.28,159.42,1877,1960,1982
Sub-Saharan Africa,19,Clothes,Online,C,5/31/2015,9324,7/13/2015,8134,109.28,35.84,5077,3677,7347
Europe,128,Personal Care,Offline,H,9/1/2012,4546,9/26/2012,7602,81.73,56.67,4068,4542,3764
Europe,127,Personal Care,Online,C,6/27/2013,3249,8/6/2013,6826,81.73,56.67,3809,4342,3536
Sub-Saharan Africa,139,Clothes,Online,M,10/28/2012,532,12/3/2012,499,109.28,35.84,754,372,1366
Sub-Saharan Africa,46,Beverages,Offline,M,4/14/2014,7022,5/13/2014,5345,47.45,31.79,2214,2451,2160
Central America and the Caribbean,60,Beverages,Offline,M,3/2/2011,4358,3/22/2011,5118,47.45,31.79,2155,2378,2106
Sub-Saharan Africa,101,Meat,Offline,C,12/24/2012,9720,1/18/2013,5605,421.89,364.69,7831,8125,5078
Asia,178,Office Supplies,Offline,L,5/20/2011,1327,7/7/2011,9624,651.21,524.96,9522,9565,9114
Middle East and North Africa,140,Cereal,Online,L,3/23/2014,2983,3/26/2014,2021,205.7,117.11,3145,3098,3633
Middle East and North Africa,0,Fruits,Online,H,7/1/2011,9342,8/20/2011,4679,9.33,6.92,603,667,530
Sub-Saharan Africa,98,Cereal,Online,H,12/22/2016,879,12/25/2016,1507,205.7,117.11,2541,2508,3005
North America,103,Cosmetics,Online,L,6/2/2011,8750,6/23/2011,3448,437.2,263.33,6754,6589,7364
Central America and the Caribbean,32,Personal Care,Online,H,7/9/2014,37,8/2/2014,3475,81.73,56.67,2382,2713,2217
Europe,158,Household,Offline,L,12/14/2012,2462,1/3/2013,1595,668.27,502.54,5629,6159,4603
Sub-Saharan Africa,118,Meat,Online,H,3/8/2017,9516,4/8/2017,9842,421.89,364.69,8923,9090,7151
Europe,131,Cosmetics,Online,M,3/23/2012,5678,4/8/2012,7284,437.2,263.33,8364,8025,9193
Middle East and North Africa,9,Meat,Offline,L,6/18/2014,985,8/7/2014,5020,421.89,364.69,7588,7950,4776
Asia,113,Personal Care,Online,C,10/30/2014,6353,12/11/2014,1179,81.73,56.67,1314,1390,1234
Europe,37,Cereal,Online,C,11/23/2012,8426,12/10/2012,5923,205.7,117.11,6052,5732,6828
Europe,34,Clothes,Online,C,2/4/2013,4852,3/17/2013,6445,109.28,35.84,4408,3049,6399
Europe,85,Cosmetics,Offline,M,5/5/2013,8588,6/10/2013,1967,437.2,263.33,4994,4984,5235
Europe,21,Cosmetics,Online,C,5/28/2016,3941,6/17/2016,8745,437.2,263.33,8732,8335,9434
Sub-Saharan Africa,19,Beverages,Online,H,12/24/2010,581,1/12/2011,5064,47.45,31.79,2138,2361,2093
Europe,153,Cereal,Online,H,4/25/2013,9055,4/25/2013,6243,205.7,117.11,6218,5880,7084
Sub-Saharan Africa,27,Snacks,Online,H,6/13/2010,5817,7/26/2010,9629,152.58,97.44,6648,6661,6879
Central America and the Caribbean,164,Meat,Offline,L,12/25/2016,7965,1/7/2017,9604,421.89,364.69,8857,9037,7051
Europe,1,Vegetables,Online,H,9/20/2010,8491,11/4/2010,2577,154.06,90.93,3034,3077,3430
Europe,93,Vegetables,Offline,H,3/5/2012,1154,3/9/2012,1991,154.06,90.93,2519,2559,2863
Europe,127,Personal Care,Online,H,8/24/2012,5381,9/19/2012,3320,81.73,56.67,2314,2628,2152
Middle East and North Africa,169,Baby Food,Online,H,11/5/2015,1363,12/6/2015,9068,255.28,159.42,7772,7554,8481
North America,177,Office Supplies,Offline,L,5/30/2011,5322,5/31/2011,3773,651.21,524.96,7914,8077,6426
Europe,142,Snacks,Offline,H,7/16/2016,3975,7/27/2016,9001,152.58,97.44,6433,6460,6591
Asia,110,Household,Online,M,8/26/2011,16,10/11/2011,8350,668.27,502.54,9368,9308,9321
Sub-Saharan Africa,88,Clothes,Offline,L,4/13/2012,6842,5/12/2012,2452,109.28,35.84,2293,1608,3650
Sub-Saharan Africa,162,Personal Care,Online,H,5/2/2012,3601,6/19/2012,3966,81.73,56.67,2619,2976,2418
Asia,126,Household,Offline,C,7/22/2010,283,8/19/2010,2586,668.27,502.54,7082,7353,5988
Asia,11,Vegetables,Offline,C,4/28/2014,2671,5/5/2014,34,154.06,90.93,61,57,96
Central America and the Caribbean,41,Cereal,Online,H,2/27/2013,7187,3/14/2013,5066,205.7,117.11,5555,5338,6172
Sub-Saharan Africa,38,Beverages,Offline,H,10/16/2012,6260,11/26/2012,8468,47.45,31.79,3065,3441,2992
Sub-Saharan Africa,19,Cosmetics,Online,L,3/23/2016,2922,4/3/2016,8058,437.2,263.33,8562,8191,9336
Central America and the Caribbean,45,Snacks,Offline,C,5/20/2012,6045,6/10/2012,3683,152.58,97.44,3831,4198,3925
Asia,76,Cereal,Online,M,3/12/2010,5325,4/30/2010,2224,205.7,117.11,3376,3339,3847
Europe,105,Personal Care,Offline,H,1/25/2012,6105,3/3/2012,2592,81.73,56.67,1981,2214,1855
Central America and the Caribbean,61,Meat,Offline,M,2/14/2010,4730,3/7/2010,729,421.89,364.69,2523,3404,1446
Europe,6,Vegetables,Offline,C,9/11/2012,3035,10/24/2012,4609,154.06,90.93,4439,4489,4808
Central America and the Caribbean,164,Baby Food,Online,L,3/31/2010,3929,5/6/2010,9238,255.28,159.42,7822,7592,8541
Europe,107,Baby Food,Offline,C,1/8/2017,5943,2/26/2017,1650,255.28,159.42,3171,3366,3370
Europe,34,Beverages,Offline,C,4/5/2014,8342,4/19/2014,5913,47.45,31.79,2363,2626,2298
Europe,128,Cereal,Online,M,7/19/2014,6430,8/19/2014,8126,205.7,117.11,7013,6707,7958
Central America and the Caribbean,5,Cosmetics,Online,C,8/10/2012,5923,9/15/2012,1420,437.2,263.33,4066,4266,4432
